"ACCNUM"	"SYMBOL"	"DESC"
"216889_s_at"	"Z49825"	"HNF4A"	"hepatocyte nuclear factor 4, alpha"
"216890_at"	"U00956"	"NA"	"NA"
"216891_at"	"U00956"	"NA"	"NA"
"216892_at"	"S65761"	"IGHG1"	"immunoglobulin heavy constant gamma 1 (G1m marker)"
"216893_s_at"	"U02519"	"COL4A3"	"collagen, type IV, alpha 3 (Goodpasture antigen)"
"216894_x_at"	"D64137"	"CDKN1C"	"cyclin-dependent kinase inhibitor 1C (p57, Kip2)"
"216895_at"	"S82769"	"GABRG3"	"gamma-aminobutyric acid (GABA) A receptor, gamma 3"
"216896_at"	"U02519"	"COL4A3"	"collagen, type IV, alpha 3 (Goodpasture antigen)"
"216897_s_at"	"AL035309"	"FAM76A"	"family with sequence similarity 76, member A"
"216898_s_at"	"U02520"	"COL4A3"	"collagen, type IV, alpha 3 (Goodpasture antigen)"
"216899_s_at"	"AC003999"	"SKAP2"	"src kinase associated phosphoprotein 2"
"216900_s_at"	"X89745"	"CHRNA4"	"cholinergic receptor, nicotinic, alpha 4 (neuronal)"
"216901_s_at"	"S80876"	"IKZF1"	"IKAROS family zinc finger 1 (Ikaros)"
"216902_s_at"	"AF001549"	"NA"	"NA"
"216903_s_at"	"AK022697"	"MICU1"	"mitochondrial calcium uptake 1"
"216904_at"	"X15880"	"COL6A1"	"collagen, type VI, alpha 1"
"216905_s_at"	"U20428"	"ST14"	"suppression of tumorigenicity 14 (colon carcinoma)"
"216906_at"	"U20428"	"ST14"	"suppression of tumorigenicity 14 (colon carcinoma)"
"216907_x_at"	"X93596"	"NA"	"NA"
"216908_x_at"	"AF001549"	"RRN3P1"	"RRN3 homolog, RNA polymerase I transcription factor pseudogene 1"
"216909_at"	"AK021460"	"RRP12"	"ribosomal RNA processing 12 homolog"
"216910_at"	"AF195953"	"XPNPEP2"	"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound"
"216911_s_at"	"AL162003"	"HIC2"	"hypermethylated in cancer 2"
"216912_at"	"AB029035"	"ARHGEF4"	"Rho guanine nucleotide exchange factor (GEF) 4"
"216913_s_at"	"AK021460"	"RRP12"	"ribosomal RNA processing 12 homolog"
"216914_at"	"AF277724"	"CDC25C"	"cell division cycle 25C"
"216915_s_at"	"S69182"	"PTPN12"	"protein tyrosine phosphatase, non-receptor type 12"
"216916_s_at"	"AF009204"	"DLGAP2"	"discs, large (Drosophila) homolog-associated protein 2"
"216917_s_at"	"X95654"	"SYCP1"	"synaptonemal complex protein 1"
"216918_s_at"	"AL096710"	"DST"	"dystonin"
"216919_at"	"U79302"	"TP53I11"	"tumor protein p53 inducible protein 11"
"216920_s_at"	"M27331"	"NA"	"NA"
"216921_s_at"	"X90763"	"KRT35"	"keratin 35, type I"
"216922_x_at"	"AF271088"	"NA"	"NA"
"216923_at"	"AL049684"	"NA"	"NA"
"216924_s_at"	"S62137"	"DRD2"	"dopamine receptor D2"
"216925_s_at"	"X51990"	"TAL1"	"T-cell acute lymphocytic leukemia 1"
"216926_s_at"	"AC003030"	"MAU2"	"MAU2 sister chromatid cohesion factor"
"216927_at"	"AC003030"	"MAU2"	"MAU2 sister chromatid cohesion factor"
"216928_at"	"X51990"	"TAL1"	"T-cell acute lymphocytic leukemia 1"
"216929_x_at"	"U15197"	"ABO"	"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)"
"216930_at"	"X71347"	"HNF1A"	"HNF1 homeobox A"
"216931_at"	"L23852"	"NA"	"NA"
"216932_at"	"M20919"	"NA"	"NA"
"216933_x_at"	"S67788"	"APC"	"adenomatous polyposis coli"
"216934_at"	"X81637"	"NA"	"NA"
"216935_at"	"AF005082"	"LINC00302"	"long intergenic non-protein coding RNA 302"
"216936_at"	"X81637"	"NA"	"NA"
"216937_s_at"	"AL049684"	"RS1"	"retinoschisin 1"
"216938_x_at"	"S69899"	"DRD2"	"dopamine receptor D2"
"216939_s_at"	"Y08756"	"HTR4"	"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled"
"216940_x_at"	"X96666"	"YBX1"	"Y box binding protein 1"
"216941_s_at"	"AK026521"	"TAF1B"	"TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa"
"216942_s_at"	"D28586"	"CD58"	"CD58 molecule"
"216943_at"	"AF095723"	"NA"	"NA"
"216944_s_at"	"U23850"	"ITPR1"	"inositol 1,4,5-trisphosphate receptor, type 1"
"216945_x_at"	"U79240"	"PASK"	"PAS domain containing serine/threonine kinase"
"216946_at"	"M29335"	"HLA-DOA"	"major histocompatibility complex, class II, DO alpha"
"216947_at"	"AK022087"	"DES"	"desmin"
"216948_at"	"AL049545"	"NA"	"NA"
"216949_s_at"	"L39891"	"NA"	"NA"
"216950_s_at"	"X14355"	"NA"	"NA"
"216951_at"	"X14355"	"FCGR1A"	"Fc fragment of IgG, high affinity Ia, receptor (CD64)"
"216952_s_at"	"M94363"	"LMNB2"	"lamin B2"
"216953_s_at"	"S75264"	"WT1"	"Wilms tumor 1"
"216954_x_at"	"S77356"	"ATP5O"	"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"
"216955_at"	"X07024"	"TAF1"	"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa"
"216956_s_at"	"AF098114"	"ITGA2B"	"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
"216957_at"	"AL162082"	"USP22"	"ubiquitin specific peptidase 22"
"216958_s_at"	"AK022777"	"IVD"	"isovaleryl-CoA dehydrogenase"
"216959_x_at"	"U55258"	"NRCAM"	"neuronal cell adhesion molecule"
"216960_s_at"	"AL049646"	"ZNF133"	"zinc finger protein 133"
"216961_s_at"	"M69039"	"RPAIN"	"RPA interacting protein"
"216962_at"	"M69039"	"RPAIN"	"RPA interacting protein"
"216963_s_at"	"AF279774"	"GAP43"	"growth associated protein 43"
"216964_at"	"AL162082"	"USP22"	"ubiquitin specific peptidase 22"
"216965_x_at"	"AL139377"	"SPG20"	"spastic paraplegia 20 (Troyer syndrome)"
"216966_at"	"J02963"	"ITGA2B"	"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
"216967_at"	"AF279774"	"GAP43"	"growth associated protein 43"
"216968_at"	"Y18284"	"MASP2"	"mannan-binding lectin serine peptidase 2"
"216969_s_at"	"AC002301"	"KIF22"	"kinesin family member 22"
"216970_at"	"AF090117"	"RGS7"	"regulator of G-protein signaling 7"
"216971_s_at"	"Z54367"	"PLEC"	"plectin"
"216972_at"	"L13779"	"SPAM1"	"sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)"
"216973_s_at"	"S49765"	"HOXB7"	"homeobox B7"
"216974_at"	"S80491"	"KITLG"	"KIT ligand"
"216975_x_at"	"U51628"	"NPAS1"	"neuronal PAS domain protein 1"
"216976_s_at"	"X96588"	"RYK"	"receptor-like tyrosine kinase"
"216977_x_at"	"AJ130972"	"SNRPA1"	"small nuclear ribonucleoprotein polypeptide A'"
"216978_x_at"	"U50277"	"NA"	"NA"
"216979_at"	"X89894"	"NR4A3"	"nuclear receptor subfamily 4, group A, member 3"
"216980_s_at"	"X60502"	"SPN"	"sialophorin"
"216981_x_at"	"X60502"	"SPN"	"sialophorin"
"216982_x_at"	"U50277"	"NA"	"NA"
"216983_s_at"	"BC002889"	"ZNF224"	"zinc finger protein 224"
"216984_x_at"	"D84143"	"NA"	"NA"
"216985_s_at"	"AJ002077"	"STX3"	"syntaxin 3"
"216986_s_at"	"D78261"	"IRF4"	"interferon regulatory factor 4"
"216987_at"	"D78261"	"IRF4"	"interferon regulatory factor 4"
"216988_s_at"	"L48722"	"PTP4A2"	"protein tyrosine phosphatase type IVA, member 2"
"216989_at"	"L13779"	"SPAM1"	"sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)"
"216990_at"	"AF008655"	"GART"	"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
"216991_at"	"BC002889"	"ZNF224"	"zinc finger protein 224"
"216992_s_at"	"AJ236922"	"GRM8"	"glutamate receptor, metabotropic 8"
"216993_s_at"	"U32169"	"COL11A2"	"collagen, type XI, alpha 2"
"216994_s_at"	"L40992"	"RUNX2"	"runt-related transcription factor 2"
"216995_x_at"	"X06409"	"MKRN2"	"makorin ring finger protein 2"
"216996_s_at"	"AK021557"	"FASTKD2"	"FAST kinase domains 2"
"216997_x_at"	"AL358975"	"TLE4"	"transducin-like enhancer of split 4"
"216998_s_at"	"AJ132821"	"ADAM5"	"ADAM metallopeptidase domain 5 (pseudogene)"
"216999_at"	"X97671"	"EPOR"	"erythropoietin receptor"
"217000_at"	"AL034348"	"NA"	"NA"
"217001_x_at"	"M29335"	"HLA-DOA"	"major histocompatibility complex, class II, DO alpha"
"217002_s_at"	"AJ003078"	"HTR3A"	"5-hydroxytryptamine (serotonin) receptor 3A, ionotropic"
"217003_s_at"	"AJ132823"	"ADAM5"	"ADAM metallopeptidase domain 5 (pseudogene)"
"217004_s_at"	"X13230"	"MCF2"	"MCF.2 cell line derived transforming sequence"
"217005_at"	"M28219"	"LDLR"	"low density lipoprotein receptor"
"217006_x_at"	"U52428"	"FASN"	"fatty acid synthase"
"217007_s_at"	"AK000667"	"ADAM15"	"ADAM metallopeptidase domain 15"
"217008_s_at"	"X94552"	"GRM7"	"glutamate receptor, metabotropic 7"
"217009_at"	"AL121974"	"PGK2"	"phosphoglycerate kinase 2"
"217010_s_at"	"AF277724"	"CDC25C"	"cell division cycle 25C"
"217011_at"	"L11239"	"GBX1"	"gastrulation brain homeobox 1"
"217012_at"	"AL080233"	"NA"	"NA"
"217013_at"	"AC004522"	"AZGP1P1"	"alpha-2-glycoprotein 1, zinc-binding pseudogene 1"
"217014_s_at"	"AC004522"	"NA"	"NA"
"217015_at"	"AL390237"	"NA"	"NA"
"217016_x_at"	"AK026825"	"TMEM212"	"transmembrane protein 212"
"217017_at"	"AK024945"	"OSBPL10"	"oxysterol binding protein-like 10"
"217018_at"	"AK000293"	"PDSS2"	"prenyl (decaprenyl) diphosphate synthase, subunit 2"
"217019_at"	"AL137162"	"NA"	"NA"
"217020_at"	"X04014"	"RARB"	"retinoic acid receptor, beta"
"217021_at"	"AL353132"	"CYB5A"	"cytochrome b5 type A (microsomal)"
"217022_s_at"	"S55735"	"NA"	"NA"
"217023_x_at"	"AF099143"	"NA"	"NA"
"217024_x_at"	"AC004832"	"NA"	"NA"
"217025_s_at"	"AL110225"	"DBN1"	"drebrin 1"
"217026_at"	"M96936"	"CFTR"	"cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)"
"217027_x_at"	"AC004941"	"NA"	"NA"
"217028_at"	"AJ224869"	"CXCR4"	"chemokine (C-X-C motif) receptor 4"
"217029_at"	"AL049301"	"NA"	"NA"
"217030_at"	"AL137475"	"LOC101929550"	"uncharacterized LOC101929550"
"217031_at"	"Y19209"	"KRT84"	"keratin 84, type II"
"217032_at"	"AL078621"	"NA"	"NA"
"217033_x_at"	"S76475"	"NTRK3"	"neurotrophic tyrosine kinase, receptor, type 3"
"217034_at"	"AF103529"	"NA"	"NA"
"217035_at"	"X95660"	"SKAP2"	"src kinase associated phosphoprotein 2"
"217036_at"	"AF103530"	"NA"	"NA"
"217037_at"	"S83374"	"NA"	"NA"
"217038_at"	"AL035067"	"NA"	"NA"
"217039_x_at"	"AB016195"	"ELK2AP"	"ELK2A, member of ETS oncogene family, pseudogene"
"217040_x_at"	"AB025355"	"SOX15"	"SRY (sex determining region Y)-box 15"
"217041_at"	"AL162057"	"NPTXR"	"neuronal pentraxin receptor"
"217042_at"	"AL096716"	"RDH11"	"retinol dehydrogenase 11 (all-trans/9-cis/11-cis)"
"217043_s_at"	"U95822"	"MFN1"	"mitofusin 1"
"217044_s_at"	"BC004298"	"PLEKHG3"	"pleckstrin homology domain containing, family G (with RhoGef domain) member 3"
"217045_x_at"	"AL136967"	"NCR2"	"natural cytotoxicity triggering receptor 2"
"217046_s_at"	"AJ133822"	"AGER"	"advanced glycosylation end product-specific receptor"
"217047_s_at"	"AK027138"	"FAM13A"	"family with sequence similarity 13, member A"
"217048_at"	"Y09846"	"NA"	"NA"
"217049_x_at"	"AJ276803"	"NA"	"NA"
"217050_at"	"L22650"	"DIAPH2-AS1"	"DIAPH2 antisense RNA 1"
"217051_s_at"	"AF257501"	"NA"	"NA"
"217052_x_at"	"AK024108"	"NA"	"NA"
"217053_x_at"	"X87175"	"ETV1"	"ets variant 1"
"217054_at"	"AF007194"	"MUC3A"	"mucin 3A, cell surface associated"
"217055_x_at"	"S83374"	"NA"	"NA"
"217056_at"	"X61070"	"YME1L1"	"YME1-like 1 ATPase"
"217057_s_at"	"AF107846"	"GNAS"	"GNAS complex locus"
"217058_at"	"AF107846"	"GNAS"	"GNAS complex locus"
"217059_at"	"L13283"	"MUC7"	"mucin 7, secreted"
"217060_at"	"U03115"	"NA"	"NA"
"217061_s_at"	"AC004857"	"ETV1"	"ets variant 1"
"217062_at"	"M87313"	"DMPK"	"dystrophia myotonica-protein kinase"
"217063_x_at"	"X61079"	"YME1L1"	"YME1-like 1 ATPase"
"217065_at"	"X61079"	"YME1L1"	"YME1-like 1 ATPase"
"217066_s_at"	"M87313"	"DMPK"	"dystrophia myotonica-protein kinase"
"217067_s_at"	"U34037"	"DMP1"	"dentin matrix acidic phosphoprotein 1"
"217068_at"	"U82303"	"NA"	"NA"
"217069_at"	"AF105279"	"KMT2B"	"lysine (K)-specific methyltransferase 2B"
"217070_at"	"AJ249275"	"MTHFR"	"methylenetetrahydrofolate reductase (NAD(P)H)"
"217071_s_at"	"AJ249275"	"MTHFR"	"methylenetetrahydrofolate reductase (NAD(P)H)"
"217072_at"	"AF161346"	"CD300A"	"CD300a molecule"
"217073_x_at"	"X02162"	"APOA1"	"apolipoprotein A-I"
"217074_at"	"AK025938"	"SMOX"	"spermine oxidase"
"217075_x_at"	"AF105279"	"KMT2B"	"lysine (K)-specific methyltransferase 2B"
"217076_s_at"	"Y09980"	"NA"	"NA"
"217077_s_at"	"AF095723"	"GABBR2"	"gamma-aminobutyric acid (GABA) B receptor, 2"
"217078_s_at"	"AJ010102"	"CD300A"	"CD300a molecule"
"217079_at"	"U82306"	"NA"	"NA"
"217080_s_at"	"Y19026"	"HOMER2"	"homer scaffolding protein 2"
"217081_at"	"AL031983"	"OR2H2"	"olfactory receptor, family 2, subfamily H, member 2"
"217082_at"	"U82306"	"NA"	"NA"
"217083_at"	"AF015124"	"NA"	"NA"
"217084_at"	"AF015124"	"NA"	"NA"
"217085_at"	"AL049328"	"NA"	"NA"
"217086_at"	"X67513"	"CHRNB3"	"cholinergic receptor, nicotinic, beta 3 (neuronal)"
"217087_at"	"AF005081"	"C1orf68"	"chromosome 1 open reading frame 68"
"217088_s_at"	"AJ006121"	"NCR1"	"natural cytotoxicity triggering receptor 1"
"217090_at"	"X89655"	"ADAM3A"	"ADAM metallopeptidase domain 3A (pseudogene)"
"217091_at"	"X86400"	"NA"	"NA"
"217092_x_at"	"AL031589"	"NA"	"NA"
"217093_at"	"S79281"	"RNASE1"	"ribonuclease, RNase A family, 1 (pancreatic)"
"217094_s_at"	"AL109923"	"ITCH"	"itchy E3 ubiquitin protein ligase"
"217095_x_at"	"AJ006122"	"NCR1"	"natural cytotoxicity triggering receptor 1"
"217096_at"	"AC004082"	"PCLO"	"piccolo presynaptic cytomatrix protein"
"217097_s_at"	"AC004990"	"PHTF2"	"putative homeodomain transcription factor 2"
"217098_s_at"	"Z98745"	"ZSCAN12"	"zinc finger and SCAN domain containing 12"
"217099_s_at"	"AF258545"	"GEMIN4"	"gem (nuclear organelle) associated protein 4"
"217100_s_at"	"AK026451"	"UBXN7"	"UBX domain protein 7"
"217101_at"	"AB007921"	"TTC39A"	"tetratricopeptide repeat domain 39A"
"217102_at"	"AF041410"	"NA"	"NA"
"217103_at"	"M28219"	"LDLR"	"low density lipoprotein receptor"
"217104_at"	"AL109714"	"ST20"	"suppressor of tumorigenicity 20"
"217105_at"	"AF041410"	"NA"	"NA"
"217106_x_at"	"AF091078"	"DIMT1"	"DIM1 dimethyladenosine transferase 1 homolog"
"217107_at"	"AL035603"	"NA"	"NA"
"217108_at"	"X63966"	"NA"	"NA"
"217109_at"	"AJ242547"	"MUC4"	"mucin 4, cell surface associated"
"217110_s_at"	"AJ242547"	"MUC4"	"mucin 4, cell surface associated"
"217111_at"	"AK022765"	"AMACR"	"alpha-methylacyl-CoA racemase"
"217112_at"	"Z81010"	"PDGFB"	"platelet-derived growth factor beta polypeptide"
"217113_at"	"AK022765"	"AMACR"	"alpha-methylacyl-CoA racemase"
"217114_at"	"Z70200"	"NA"	"NA"
"217115_at"	"AL031686"	"MKRN7P"	"makorin ring finger protein 7, pseudogene"
"217117_x_at"	"AF007194"	"NA"	"NA"
"217118_s_at"	"AK025608"	"KIAA0930"	"KIAA0930"
"217119_s_at"	"Z79783"	"CXCR3"	"chemokine (C-X-C motif) receptor 3"
"217120_s_at"	"AK023368"	"MED14"	"mediator complex subunit 14"
"217121_at"	"AF082559"	"TNKS"	"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase"
"217122_s_at"	"AL031282"	"NA"	"NA"
"217123_x_at"	"S64288"	"PMCHL1"	"pro-melanin-concentrating hormone-like 1, pseudogene"
"217124_at"	"AL136792"	"IQCE"	"IQ motif containing E"
"217125_at"	"X04802"	"NA"	"NA"
"217126_at"	"K00627"	"NA"	"NA"
"217127_at"	"AL354872"	"CTH"	"cystathionine gamma-lyase"
"217128_s_at"	"AL049688"	"CAMK1G"	"calcium/calmodulin-dependent protein kinase IG"
"217129_at"	"AL031320"	"NA"	"NA"
"217130_at"	"AF072164"	"NA"	"NA"
"217131_at"	"AL022151"	"NA"	"NA"
"217132_at"	"AF055011"	"NA"	"NA"
"217133_x_at"	"X06399"	"CYP2B6"	"cytochrome P450, family 2, subfamily B, polypeptide 6"
"217134_at"	"AF216650"	"MTAP"	"methylthioadenosine phosphorylase"
"217135_x_at"	"AL031594"	"NA"	"NA"
"217136_at"	"AL022240"	"NA"	"NA"
"217137_x_at"	"K00627"	"NA"	"NA"
"217138_x_at"	"AJ249377"	"IGLC1"	"immunoglobulin lambda constant 1 (Mcg marker)"
"217139_at"	"AJ002428"	"VDAC1"	"voltage-dependent anion channel 1"
"217140_s_at"	"AJ002428"	"VDAC1"	"voltage-dependent anion channel 1"
"217141_at"	"AL049394"	"BTBD7"	"BTB (POZ) domain containing 7"
"217142_at"	"AL035687"	"NA"	"NA"
"217143_s_at"	"X06557"	"YME1L1"	"YME1-like 1 ATPase"
"217144_at"	"X04801"	"NA"	"NA"
"217145_at"	"AF103574"	"NA"	"NA"
"217146_at"	"AF072468"	"JRK"	"Jrk helix-turn-helix protein"
"217147_s_at"	"AJ240085"	"TRAT1"	"T cell receptor associated transmembrane adaptor 1"
"217148_x_at"	"AJ249377"	"NA"	"NA"
"217149_x_at"	"AF097738"	"TNK1"	"tyrosine kinase, non-receptor, 1"
"217150_s_at"	"S73854"	"NF2"	"neurofibromin 2 (merlin)"
"217151_at"	"AF103574"	"NA"	"NA"
"217152_at"	"AK024136"	"NA"	"NA"
"217153_at"	"U62794"	"ARHGAP1"	"Rho GTPase activating protein 1"
"217154_s_at"	"AL035250"	"EDN3"	"endothelin 3"
"217155_at"	"AL049714"	"NA"	"NA"
"217156_at"	"U04628"	"NA"	"NA"
"217157_x_at"	"AF103530"	"NA"	"NA"
"217158_at"	"X97875"	"PTGER4P2-CDK2AP2P2"	"PTGER4P2-CDK2AP2P2 readthrough transcribed pseudogene"
"217159_x_at"	"AJ130712"	"SIGLEC7"	"sialic acid binding Ig-like lectin 7"
"217160_at"	"M94893"	"TSPY1"	"testis specific protein, Y-linked 1"
"217161_x_at"	"X17406"	"ACAN"	"aggrecan"
"217162_at"	"M94893"	"TSPY1"	"testis specific protein, Y-linked 1"
"217163_at"	"X63118"	"ESR1"	"estrogen receptor 1"
"217164_at"	"AK024108"	"NA"	"NA"
"217165_x_at"	"M10943"	"MT1F"	"metallothionein 1F"
"217166_at"	"J04798"	"NA"	"NA"
"217167_x_at"	"AJ252550"	"GK"	"glycerol kinase"
"217168_s_at"	"AF217990"	"HERPUD1"	"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1"
"217169_at"	"M31949"	"NA"	"NA"
"217170_at"	"AE000659"	"NA"	"NA"
"217171_at"	"M81780"	"SMPD1"	"sphingomyelin phosphodiesterase 1, acid lysosomal"
"217172_at"	"X84340"	"NA"	"NA"
"217173_s_at"	"S70123"	"LDLR"	"low density lipoprotein receptor"
"217174_s_at"	"AL078616"	"APC2"	"adenomatosis polyposis coli 2"
"217175_at"	"U06641"	"UGT2B15"	"UDP glucuronosyltransferase 2 family, polypeptide B15"
"217176_s_at"	"X59740"	"ZFX"	"zinc finger protein, X-linked"
"217177_s_at"	"AL080103"	"PTPRB"	"protein tyrosine phosphatase, receptor type, B"
"217178_at"	"L12060"	"RARG"	"retinoic acid receptor, gamma"
"217179_x_at"	"X79782"	"NA"	"NA"
"217180_at"	"X79782"	"NA"	"NA"
"217181_at"	"M22005"	"NA"	"NA"
"217182_at"	"Z34282"	"MUC5AC"	"mucin 5AC, oligomeric mucus/gel-forming"
"217183_at"	"S70123"	"NA"	"NA"
"217184_s_at"	"X52213"	"LTK"	"leukocyte receptor tyrosine kinase"
"217185_s_at"	"Z95118"	"NA"	"NA"
"217186_at"	"Z95118"	"ZNF259P1"	"zinc finger protein 259 pseudogene 1"
"217187_at"	"Z34282"	"MUC5AC"	"mucin 5AC, oligomeric mucus/gel-forming"
"217188_s_at"	"AC007182"	"C14orf1"	"chromosome 14 open reading frame 1"
"217189_s_at"	"AL137800"	"SMG7"	"SMG7 nonsense mediated mRNA decay factor"
"217190_x_at"	"S67777"	"ESR1"	"estrogen receptor 1"
"217191_x_at"	"AF042163"	"NA"	"NA"
"217192_s_at"	"AL022067"	"PRDM1"	"PR domain containing 1, with ZNF domain"
"217193_x_at"	"X93006"	"NA"	"NA"
"217194_at"	"AB007970"	"RASAL2"	"RAS protein activator like 2"
"217195_at"	"L42230"	"NA"	"NA"
"217196_s_at"	"AL110158"	"CAMSAP2"	"calmodulin regulated spectrin-associated protein family, member 2"
"217197_x_at"	"AL049785"	"N4BP2L1"	"NEDD4 binding protein 2-like 1"
"217198_x_at"	"U80164"	"NA"	"NA"
"217199_s_at"	"S81491"	"STAT2"	"signal transducer and activator of transcription 2, 113kDa"
"217200_x_at"	"U06715"	"CYB561"	"cytochrome b561"
"217201_at"	"AB007970"	"RASAL2"	"RAS protein activator like 2"
"217202_s_at"	"U08626"	"GLUL"	"glutamate-ammonia ligase"
"217203_at"	"U08626"	"NA"	"NA"
"217204_at"	"AL049992"	"MTRF1L"	"mitochondrial translational release factor 1-like"
"217205_at"	"Y08772"	"NA"	"NA"
"217206_at"	"D00267"	"NA"	"NA"
"217207_s_at"	"AK025267"	"BTNL3"	"butyrophilin-like 3"
"217208_s_at"	"AL121981"	"DLG1"	"discs, large homolog 1 (Drosophila)"
"217209_at"	"X16454"	"CEACAM3"	"carcinoembryonic antigen-related cell adhesion molecule 3"
"217210_at"	"AL031737"	"NA"	"NA"
"217211_at"	"D50604"	"NA"	"NA"
"217212_s_at"	"Z84723"	"IL9R"	"interleukin 9 receptor"
"217213_at"	"AB022847"	"SLC6A2"	"solute carrier family 6 (neurotransmitter transporter), member 2"
"217214_s_at"	"AB022847"	"SLC6A2"	"solute carrier family 6 (neurotransmitter transporter), member 2"
"217215_s_at"	"Z82180"	"NA"	"NA"
"217216_x_at"	"AC006530"	"MLH3"	"mutL homolog 3"
"217217_at"	"X95660"	"NA"	"NA"
"217218_at"	"AK027005"	"WAPL"	"WAPL cohesin release factor"
"217219_at"	"AL080191"	"DKFZP434A062"	"uncharacterized LOC26102"
"217220_at"	"AL050153"	"LOC100287387"	"uncharacterized LOC100287387"
"217221_x_at"	"AL137421"	"RBM10"	"RNA binding motif protein 10"
"217222_at"	"S74639"	"IGHG1"	"immunoglobulin heavy constant gamma 1 (G1m marker)"
"217223_s_at"	"U07000"	"BCR"	"breakpoint cluster region"
"217224_at"	"U53583"	"NA"	"NA"
"217225_x_at"	"AL512687"	"NA"	"NA"
"217226_s_at"	"M95929"	"SFXN3"	"sideroflexin 3"
"217227_x_at"	"X93006"	"IGLV1-44"	"immunoglobulin lambda variable 1-44"
"217228_s_at"	"AC003079"	"ASB4"	"ankyrin repeat and SOCS box containing 4"
"217229_at"	"AC003079"	"ASB4"	"ankyrin repeat and SOCS box containing 4"
"217230_at"	"AF199015"	"EZR"	"ezrin"
"217231_s_at"	"AD000092"	"MAST1"	"microtubule associated serine/threonine kinase 1"
"217232_x_at"	"AF059180"	"HBB"	"hemoglobin, beta"
"217233_at"	"Z97206"	"NA"	"NA"
"217234_s_at"	"AF199015"	"EZR"	"ezrin"
"217235_x_at"	"D84140"	"NA"	"NA"
"217236_x_at"	"S74639"	"NA"	"NA"
"217237_at"	"Y10615"	"NA"	"NA"
"217238_s_at"	"AK026411"	"ALDOB"	"aldolase B, fructose-bisphosphate"
"217239_x_at"	"AF044592"	"NA"	"NA"
"217240_at"	"AL049634"	"SIRPB1"	"signal-regulatory protein beta 1"
"217242_at"	"U20648"	"ZNF154"	"zinc finger protein 154"
"217244_at"	"AL021327"	"NA"	"NA"
"217245_at"	"L22650"	"DIAPH2-AS1"	"DIAPH2 antisense RNA 1"
"217246_s_at"	"L22650"	"NA"	"NA"
"217247_at"	"Z98751"	"NA"	"NA"
"217248_s_at"	"AL365343"	"SLC7A8"	"solute carrier family 7 (amino acid transporter light chain, L system), member 8"
"217249_x_at"	"AC004544"	"NA"	"NA"
"217250_s_at"	"AL110281"	"CHD5"	"chromodomain helicase DNA binding protein 5"
"217251_x_at"	"AF043583"	"NA"	"NA"
"217252_at"	"U46752"	"NA"	"NA"
"217253_at"	"L37198"	"SH3BP2"	"SH3-domain binding protein 2"
"217254_s_at"	"AF053356"	"EPO"	"erythropoietin"
"217255_at"	"U46752"	"NA"	"NA"
"217256_x_at"	"Z98950"	"NA"	"NA"
"217257_at"	"L37198"	"SH3BP2"	"SH3-domain binding protein 2"
"217258_x_at"	"AF043583"	"IGLV1-44"	"immunoglobulin lambda variable 1-44"
"217259_at"	"AL117549"	"NA"	"NA"
"217260_x_at"	"AJ239383"	"NA"	"NA"
"217261_at"	"AF000991"	"NA"	"NA"
"217262_s_at"	"BC000059"	"CELSR1"	"cadherin, EGF LAG seven-pass G-type receptor 1"
"217263_x_at"	"S76346"	"NA"	"NA"
"217264_s_at"	"U81961"	"SCNN1A"	"sodium channel, non voltage gated 1 alpha subunit"
"217265_at"	"AL020989"	"NA"	"NA"
"217266_at"	"Z97353"	"RPL15"	"ribosomal protein L15"
"217267_s_at"	"AK024417"	"RAB7A"	"RAB7A, member RAS oncogene family"
"217268_at"	"AK024417"	"RAB7A"	"RAB7A, member RAS oncogene family"
"217269_s_at"	"AP001672"	"TMPRSS15"	"transmembrane protease, serine 15"
"217270_s_at"	"AC005393"	"DYRK1B"	"dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B"
"217271_at"	"AF011499"	"NA"	"NA"
"217272_s_at"	"AJ001698"	"SERPINB13"	"serpin peptidase inhibitor, clade B (ovalbumin), member 13"
"217273_at"	"AL022101"	"PRAMEF10"	"PRAME family member 10"
"217274_x_at"	"X52005"	"MYL4"	"myosin, light chain 4, alkali; atrial, embryonic"
"217275_at"	"L77565"	"NA"	"NA"
